"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2016",4.743,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2016",9.583,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2016",4.743,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2016",4.778,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2016",9.653,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2016",4.778,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2016",4.695,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2016",9.486,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2016",4.695,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2015",4.217,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2015",8.179,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2015",4.217,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2015",4.216,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2015",8.178,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2015",4.216,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2015",4.217,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2015",8.181,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2015",4.217,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2014",4.027,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2014",7.484,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2014",4.027,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2014",4.078,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2014",7.579,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2014",4.078,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2014",3.956,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2014",7.352,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2014",3.956,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2013",3.897,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2013",7.13,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2013",3.897,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2013",3.896,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2013",7.128,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2013",3.896,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2013",3.898,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2013",7.132,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2013",3.898,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2012",3.661,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2012",6.811,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2012",3.661,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2012",3.613,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2012",6.722,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2012",3.613,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2012",3.729,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2012",6.939,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2012",3.729,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2011",3.277,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2011",5.923,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2011",3.277,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2011",3.311,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2011",5.984,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2011",3.311,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2011",3.23,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2011",5.839,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2011",3.23,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2010",3.03,"Break in series",,"Currency: PAN - Balboa (PAB) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2010",5.622,"Break in series",,"Currency: PAN - Balboa (PAB) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2010",3.03,"Break in series",,"Currency: PAN - Balboa (PAB) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2010",3.067,"Break in series",,"Currency: PAN - Balboa (PAB) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2010",5.689,"Break in series",,"Currency: PAN - Balboa (PAB) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2010",3.067,"Break in series",,"Currency: PAN - Balboa (PAB) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2010",2.975,"Break in series",,"Currency: PAN - Balboa (PAB) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2010",5.52,"Break in series",,"Currency: PAN - Balboa (PAB) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2010",2.975,"Break in series",,"Currency: PAN - Balboa (PAB) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","HS - Continuous Household Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2009",2.745,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","HS - Continuous Household Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2009",5.185,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","HS - Continuous Household Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2009",2.745,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","HS - Continuous Household Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2009",2.75,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","HS - Continuous Household Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2009",5.195,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","HS - Continuous Household Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2009",2.75,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","HS - Continuous Household Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2009",2.736,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","HS - Continuous Household Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2009",5.168,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","HS - Continuous Household Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2009",2.736,,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2008",2.428,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2008",4.713,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2008",2.428,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2008",2.413,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2008",4.684,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2008",2.413,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2008",2.452,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2008",4.761,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2008",2.452,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2007",2.3,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2007",4.677,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2007",2.3,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2007",2.3,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2007",4.677,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2007",2.3,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2006",2.6,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2006",5.354,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2006",2.6,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2006",2.6,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2006",5.354,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2006",2.6,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2006",2.5,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2006",5.148,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2006",2.5,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2005",2.6,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2005",5.314,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2005",2.6,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2005",2.6,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2005",5.314,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2005",2.6,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2005",2.5,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2005",5.11,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2005",2.5,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2004",2.2,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2004",4.474,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2004",2.2,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2004",2.2,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2004",4.474,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2004",2.2,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2004",2.1,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2004",4.27,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2004",2.1,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2003",2.3,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2003",4.577,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2003",2.3,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2003",2.1,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2003",4.179,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2003",2.1,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2002",2.15,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2002",4.199,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2002",2.15,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2002",2.18,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2002",4.258,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2002",2.18,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2002",2.1,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
"Panama","LFS - Labour Market Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2002",4.102,,,"Central tendency measure: Median | Working time concept: Hours actually worked | Currency: PAN - Balboa (PAB)","Data reference period: August"
